news,label
"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",0
"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",0
The number of magazine and newspaper readers remained unchanged .,1
The other deal is for process cranes to the Russian steel mill PNTZ in Pervorouralsky through an order placed by Turkish construction company Gama Endustri Tesisleri Imalat ve Montaj AS .,1
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",0
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .",1
"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",2
The policy was also aimed at making the companies more profitable and competitive .,2
"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",1
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",2
Both companies ' existing investment plans will be coordinated .,1
"Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand .",1
"The chain has been trying to cut its own costs , pressuring vendors such as fitness equipment manufacturer Precor to slash prices .",1
"With the acquisition , the company will expand its offering to North , Central and South America , it said .",2
DMASIA-16 August 2006-Benefon extends manufacturing capability with ASMobile -® 2006 Digitalmediaasia.com & DMA Ltd. .,2
Panostaja did not disclose the purchase price .,1
"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .",1
"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",1
Construction is expected to be completed in the summer of 2011 .,1
"The gross area of eight houses will be 12,167 m2 .",1
Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,1
The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .,1
It appears from statistics of the Technical Surveillance Authority that customers who switch service providers mostly transfer their numbers to Elisa 's network .,1
"When the negotiations were started , Neste Oil anticipated that 450 people would be affected .",1
The company feels these leases are prime locations due to several producing formations in the immediate area .,2
"It includes the company 's new , highly powerful , compact and scalable Flexi Multiradio 10 Base Station .",1
"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",1
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,2
"`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",2
"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007 .",1
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",2
Investments are not disclosed .,1
The project also implies an underground parking lot for 56 vehicles .,1
"The familiar blue , white , and red HK seal has received a more authentic look .",1
"Panostaja Plc today acquired the entire share capital of Suomen Graafiset Palvelut Ltd , a provider of printing services .",1
"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",2
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",2
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",1
"The new Kroksberg railway tunnel will be built on a new section of track between Harnosand and Veda , forming part of the line that follows the coast of the Gulf of Bothnia .",1
Net sales in 2007 are expected to be 10 % up on 2006 .,2
A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .,1
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,2
Protalix has $ 42 million in cash and no sales .,1
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,2
Nordea was the cheapest also for a couple in their 30s with debt .,1
The financial details of the acquisition were not disclosed .,1
"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",1
The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,1
Kalmar has been awarded a new 5-year contract to supply its Rough Terrain Container Handler RTCH .,2
"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",0
"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",1
A profit is still on target .,2
"The contract comprises a log handling line , a peeling line , and a veneer drying and grading line .",1
The agreement expands Tekla Structures ' scope of use to bridge design .,2
"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",0
"Finnish silicon wafers manufacturer Okmetic Oyj said on June 29 , 2007 it signed an agreement with Nordea Bank Finland Plc , the local subsidiary of Swedish commercial bank Nordea Bank AB , which will refinance Okmetic 's syndicated bank facility which amounts to some 20 mln euro ( $ 26.9 mln ) .",2
Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland 's troubled Kaupthing Bank for 414 million kronor $ 49.5 million in cash .,1
The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,1
"` Sanoma is a buyer not a target , ' he said .",1
Alma Media 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .,1
The value of the order is about EUR 30mn .,1
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",2
Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections .,2
Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,1
`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . '',2
The stock of new machines is reasonably small and new orders bring work .,2
The compnay also said that it would lower the price of development projects by about one third compared with last November .,1
Satama earned Data Management Solutions competency with Business Intelligence specialization recentlyvia the acquisition of Fimentor Oy .,2
The result before taxes was a loss of 25.0 million euros .,1
Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,2
The company website is www.ahlstrom.com .,1
"The group also plans to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 .",1
"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",2
The cooperation with airBaltic is expected to lead to the transfer of Finncomm to the ownership of airBaltic in time .,1
No financial details were reported .,1
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",2
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,1
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,2
The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,2
Two of these contracts are for turntable anode vibrocompactors that will be delivered to Gansu Hualu Aluminum Co Ltd and another unnamed costumer .,1
The right margin will be viewed separately in detail with every customer .,1
"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added .",2
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,2
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",0
A PLUMBING business has announced it is sponsoring a professional darts player .,1
The companies expect the first orders already in 2011 .,2
"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",1
The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,2
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions .",1
"`` The new agreement is a continuation to theagreement signed earlier this year with the Lemminkainen Group , whereby Cramo acquired the entire construction machine fleet ofLemminkainen Talo Oy Ita - ja Pohjois Suomo , and signed asimilar agreement , '' said Tatu Hauhio , managing director ofCramo Finland .",1
That would be an increase from estimated sales of 117 million last year .,2
The first quarter was as expected and was in line with analysts ' forecasts .,1
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",0
We do hope that this will in the future turn out to be a novel method for the prevention of alcohol and tobacco smoking associated oral cancers .,1
Earnings per share EPS in 2005 amounted to a loss of EUR1 .26 .,1
Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,0
"Crucially , the decision to use ETSI ( European Telecommunication Standard Institute ) - backed DVB-H adds to the growing list of operators and equipment manufacturers opting for the standard ( see Global : 20 January 2006 : Competing Technologies Vie for Mobile TV ) .",1
Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .,0
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),2
Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,0
"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",0
"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",0
"Exports accounted for 65.4 % of net sales , representing an all time record for the company .",2
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,2
"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",1
Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,2
Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,1
"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .",1
"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",1
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",0
"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",0
The transaction value is CAD 15 million approximately EUR 10 million .,1
"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .",2
"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",1
The union filed a grievance over the company 's overtime assignment policies .,0
"With this subscription , Fortum 's ownership in TGK-10 has increased to slightly over 76 % of shares and voting rights .",1
"Nokia will deliver a WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station to Indosat .",1
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",0
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,2
Rosa is one of the best-known Duckburg illustrators .,1
"The previously concluded adaptation measures , concerning other staff , were adequate for the time being , and the planning operations continue as before at the plant , the company said .",2
15 November 2010 - Finnish energy company Fortum Oyj HEL : FUM1V said today it and partners started negotiations to establish a new operating model for energy supply in the Turku region of western Finland .,1
"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn .",1
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,2
"The company will also shut one paper machine in Finland and one in Austria , as well as two label paper machines in Finland for up to 10 months , Helsinki-based UPM said yesterday .",1
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",1
"( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi",1
"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .",2
Yvonne Jones is owner of Chameleon Interiors .,1
"Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures .",1
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",2
"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",1
The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,2
"Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx .",2
Rautaruukki aims to find work from the group 's other locations for those who have been made redundant .,1
"Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .",0
"Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 , the company said .",1
"Demand seems to have hit bottom now , and some signs of improvement can be seen .",2
"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .",1
The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 .,1
"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .",1
"Westpac Banking Corp - Is to issue a benchmark , 3 year FRN deal in Euros .",1
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",2
credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,2
"We are very pleased with the fine co-operation between the two countries in recent times , he said .",2
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",1
"Based on the design of previous handsets , the Nokia E72 and Nokia E63 this Symbian-based model is promised to offer direct access to over 90 per cent of the world s corporate email through Mail for Exchange and IBM Lotus Notes Traveler .",1
The company has an annual turnover of EUR32 .8 m.,1
"The study is expected to provide proof of pharmacodynamic activity in humans , corroborate the safety profile and establish dose ranges for further therapeutic studies .",1
"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .",1
"As a result , the number of personnel in Finland will be reduced by 158 .",1
Radiation and today is a full service house expert in radiation and nuclear safety issues .,1
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",2
"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .",2
The tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind .,1
We are now taking Marimekko there on a distinctly more significant scale .,1
The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution .,2
"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .",2
Nordea 's chairman of the board Hans Dalborg has informed the nomination committee that he will not be up for re-election at the Annual General Meeting in 2011 .,1
Rapala Fishing Frenzy 2009 .,1
The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .,2
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",0
"The orange-handled scissors from Fiskars are part of the permanent design collection of the Museum of Modern Art in New York , as well as the Philadelphia Museum of Art .",1
Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,1
"The Company serves approximately 3,000 customers in over 100 countries .",1
Technopolis 's technological centers supply their clients with modern high-class premises .,1
"Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares .",1
Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .,2
The negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks .,1
Around 50 percent of the world 's ro-ro fleet is over 25 years old and needs to be scrapped for environmental reasons .,1
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",1
Cash flow from operating activities is estimated to be positive .,2
"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 .",1
No financial details of the deployment were disclosed .,1
ND = Not disclosed .,1
The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,2
"The markets are almost completely controlled by three banks : Nordea , OP Bank Group , and Sampo .",1
Finnish-Swedish Stora Enso does not understand the decision issued by a federal judge in Brazil concerning Stora Enso 's associated pulp company Veracel .,0
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,0
"So , at the present time Nokian tires had the contract of tires production in China .",1
"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",0
Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,1
Return on capital employed rose by 4.8 percentage points to 19.6 % .,2
The price will be specified at the completion date .,1
"ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe .",2
Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .,1
"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",2
"Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",2
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",1
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",0
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",0
"While the company did not indicate the level of investment in the unit , it said that has purchased the equipment of Nokia Corporation 's mobile phone R&D laboratory in Jyvaeskylae .",1
"The Point Village , designed by Scott Tallon Walker , will include a shopping center , office premises , a hotel and a cinema .",1
TeliaSonera TLSN said the offer is in line with its strategy to increase its ownership in core business holdings and would strengthen Eesti Telekom 's offering to its customers .,2
"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow .",1
"In 2007 , Alma Media 's operating profit was about EUR 53mn .",1
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",0
Active shipping is essential for Finland .,1
"When the situation normalises , the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",2
The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares .,1
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",0
An EU law on the issue may be introduced around 2010 .,1
The restructuring measures will not affect the production of packaging printing material .,1
Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,2
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",0
The Department Store Division reported an increase in sales of 4 per cent .,2
Teleste expects to start the deliveries at the end of 2009 .,1
Financial terms were not disclosed .,1
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .,1
Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service .,2
Underground parking facilities will also be built on the basement floor .,1
The prices of stainless steel also rose in Europe .,1
"Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit .",0
The deal includes an option for Cramo to buy out the minority stake in 2011 .,1
The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years .,0
"The area will also include some central buildings , and Honkarakenne has started negotiations on their delivery .",1
"Kaleva Kustannus Oy ( business ID 0187274-0 ) has , according to its notice , on 10 August 2009 acquired 4,458,000 Alma Media shares .",1
"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",2
Homeowners across North America have green experiences to share from cost savings to clean and eco-friendly heating .,1
Finnish construction company Lemminkainen Oyj HEL : LEM1S said yesterday that it would build a plastic film extrusion plant for packaging materials supplier Ab Rani Plast Oy at Lemminkainen 's Kaluga industrial park in Russia .,1
"According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever .",2
"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",0
Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from Fiskars .,1
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,1
During the negotiations a reduction of 21 persons has taken place through natural redundancy or termination of fixed-term contracts .,1
For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,1
The company 's main shareholders Lihakunta and Itikka Osuuskunta have both made a commitment to acquire shares worth EUR 20mn .,1
"The terms of the financing were approved by the Annual General Meeting of the Company held on June 30 , 2010 .",2
"The corresponding share capital increase , EUR 1,012,945.50 was entered in the Trade Register today .",1
"FL Group 's private equity division manages all operating companies , including Icelandair Group , FL Travel Group , Bluebird and Sterling .",1
"Nokia said that its next generation mobile gaming platform makes it easy for people to find , buy , play and share rich and immersive games on a range of Nokia devices .",1
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,1
The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably .,2
"Lember said the matter was topical also in Estonia , where a bill has been drafted at the Social Affairs Ministry that would scrap old-age pensions on favorable conditions .",1
"BasWare is headquartered in Espoo , Finland .",1
"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",2
"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said .",1
"New Delhi , Feb. 12 -- Korteniemi Anneli , Helokunnas Tuija , Peltola Marjo , Keskinen Jukka , Salminen Jussi , Tusa Kia and Janhonen Risto of Nokia Telecommunications Oy , Espoo , Finland have developed cable adjustment device .",1
"On Wednesday he announced that the government would propose granting a licence for two reactors , one to be built by Fennovoima , and the other by TVO .",2
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,2
"He found him again , however , after the driver was involved in a two-car accident .",1
"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",1
The company also expects to sell its products in other Russian region .,2
"Biohit , Inc. , has expanded its mLINE Family of Pipettors with the addition of the NEW 1-10 ml volume range .",1
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,2
"In the survey , Goodyear is the third most valued tyre brand , followed by Continental and Bridgestone .",1
"As the largest elevator market in the world , Chinese output of elevators continued to rise to 262,000 units in 2009 , up about 5 % yr-on-yr .",2
Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .,1
"The third applicant , Fortum , was dropped .",1
We make available the following brand-new market analyses : Cement - UK Cement - Poland Cement - Belgium These analyses give a clear overview of the actual situation and future outlook of the cement industry in some European countries .,1
Applying for summer work is seen as laborious and stressful .,0
Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .,1
"Deutsche Beteiligungs , as well as a private equity fund it manages , first bought 75 % of MCE in a secondary buyout from White Plains , N.Y. , financial investor Andlinger & Co. in 2007 .",1
`` Our aim is to understand different traffic patterns based on the use of each building .,1
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",1
Consumers are now increasingly interested in what they can do with heir phones .,1
Each year the dividend is deducted from the subscription price .,1
"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .",1
"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",1
"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",0
Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .,1
Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .,1
"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .",2
"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results .",1
"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .",2
"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",0
"In the Baltic countries , sales fell by 42.6 % .",0
Nokia is also negotiating the product portfolio of the new company .,1
"In Finland , 71 % of paper and paperboard is reclaimed .",1
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",2
"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 .",1
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,2
"SOUTHFIELD , Mich. -- Central Corporate Credit Union will again distribute patronage dividends to members by waiving all service fees incurred during the months of July and November 2008 , to the tune of an estimated $ 1 million .",2
"In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .",1
"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings .",1
`` We are pleased to welcome Tapeks Noma into Cramo group .,2
Growth is expected to continue in 2008 .,2
OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .,1
The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,2
Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,1
"Following the issue , the number of shares in the Swedish company will grow by 9 % .",1
"On January 29 , 2009 The largest Nordic bank Nordea and Finnish retail chain Stockmann launched a regionally unique cooperation project : they are the first to introduce a common MasterCard credit card enabling payments in different states and stores .",1
"Previously , the plant was expected to be completed by the end of 2008 .",1
